pH,MOI,TN,TP,AP,NH4,NO3,SOC,MAT,MAP,PBM,PCV,PSR
-1.6396546526390177,-0.16103844532426456,-0.11624063143193983,-0.44892589484677026,0.1796696502471262,0.44717535300708783,-0.5148515321814456,-0.2922788031657618,0.8420220534275671,0.024872216882739457,0.17638650134551279,0.4265954582455067,0.22757812057436094
0.9429125652320217,-0.5549069330012005,-0.7919729994627559,0.029522093874298234,-0.78701735318521715,-0.3426843206807884,-0.419775598943212,-0.6977893111134001,-1.551967031825971,0.2701303515932243,-0.024651462500015785,0.008333099184369315,-0.8352946549131851
-1.3387570911092184,-0.27625220200829437,0.199881689255744,-0.1490032750514736,-0.10273314080407243,0.7179843839857882,-0.4922144052199614,0.4610599555091621,-0.8480169388951007,1.2124315366173322,0.7382903947530982,-0.7933364223494774,0.8349339922815301
-1.2035946946598932,-0.16584107885127589,-0.26008465036919265,-0.456066909603801,0.09277663416196893,-0.13280732167229553,-0.1677489187720214,-0.007572045734262434,0.7833595183491232,-0.8735130929947261,-0.8096833637952516,-0.5144948496420525,-1.290811558693562
-1.1762407219556166,1.0043820809105601,0.2918749571807313,-0.47748995387489374,2.2433841587884236,0.7924568675049307,-0.5827629130658981,0.03580921997889977,-0.2893263553454783,-0.2247165368584459,0.1264518639729854,0.18260908212650992,0.9867729602083224
0.4263991216578137,0.5467349908546453,-0.35709573290827024,-0.12043921602335009,0.5489661090827322,-0.36525173992901344,-0.5540892189146848,-0.3604838909943437,-0.8480169388951007,1.2124315366173322,2.117897178963595,-0.026522097404058802,0.6830950243547378
-0.044255651692515774,1.330296703727827,0.0945075823598493,-0.006182979910856008,-0.3471203595116241,0.6547956100907578,0.5581482857929045,0.39429483397433773,-0.26139182371207836,-0.42398504092881545,0.16097915970268836,0.3568850650686505,-0.07609981527922365
0.3033047963200348,0.5885772400967344,0.5594917365988762,0.19376543328600832,-0.49375269073615513,0.4291214176085075,0.054094925450523516,-0.24225196356696713,-0.26139182371207836,-0.42398504092881545,0.6064926529891783,1.053988996837213,0.9867729602083224
-1.7056264529002445,-0.21014027381664296,0.004186919306225364,0.11521427095866879,0.26656331803153344,0.5893500942709055,-0.5737080622813043,-0.29300430342487727,1.5124507277126833,0.8172493221881083,0.4628145514042854,0.4614506548339348,1.1386119281351146
0.7570642701141985,-0.6476218659550872,-0.47083286416098186,-0.02760602418194849,-0.5426301344776654,1.0519821888595187,-0.2990442551486297,-0.49584730070292116,-1.5826950159150717,-1.2458833806346028,-0.5759744104420472,-0.8630468155263337,-1.1389725907667696
0.1271109580914506,0.3104324412350745,0.224970762326195,0.24375253658522464,0.04389919042045863,0.2124741928255474,0.34385015055752094,0.4018392727612903,0.14696019346732586,1.4720844171753626,0.6064926529891783,1.053988996837213,-0.22793878320601593
0.5615615181071388,-0.2767621341395407,-0.35709573290827024,-0.7702715589131596,-0.21678050953426325,0.1312314835319374,-0.42581216613294104,-0.48173707396114274,-0.015567982634806193,1.3976102395494443,-0.0432145247202862,0.008333099184369315,-0.6834556869863928
-0.8994793026489106,0.9281085960671626,0.020912968019859514,-0.5988872047444186,2.8081903925900713,0.5916068361957278,-0.4605224274738835,-0.14880375309298255,-0.2893263553454783,-0.2247165368584459,1.973290924267689,0.8797130138950723,2.201484703622661
-1.4658744286327423,-0.40038204474472283,0.3554339422925406,1.9861601373007574,-0.23307299078143331,-0.04028090275457303,-0.4952326888148259,0.09529620949050054,0.942586326015109,1.5009346673642134,3.9107177281973122,1.053988996837213,1.5941288319154916
-0.8672981015000153,0.3722423965376656,1.4861148353342033,1.6076863551781215,0.2719939278808401,-0.36525173992901344,4.829019572526254,0.7110335206583998,-0.8033216846186026,-0.12340494645432518,0.773560212971612,1.2282649797793534,0.8349339922815301
1.2277190434645289,-0.43128702239601835,-0.6046412538700544,-0.35609270300536866,-0.6892624657021964,-0.3065764498836283,-0.44995843489185755,-0.7232259570803337,-0.7111377059189891,-0.14934782921605833,-1.1105906023858352,-1.2115987814106148,-0.6834556869863928
0.6098338025533272,-0.5549069330012005,0.21828034284074138,-0.12043921602335009,-0.03756321581539193,0.3817298371872351,-0.3986476137791601,-0.12601086487051225,-0.4262055225529957,-0.776227090181572,0.012474661940525045,-0.026522097404058802,-0.07609981527922365
-1.4465655148542678,-0.12223724588306298,0.42902855663253064,1.4363020010093805,-0.44487524699464476,0.5239045784510528,-0.5073058231942842,0.19132855045746797,0.942586326015109,1.5009346673642134,2.8526231816418983,0.7054370309529316,1.290450896061907
-1.3114031184049417,-0.4288671626459219,0.8471797744733822,0.8793028499609724,0.1796696502471262,1.2189810912963837,-0.4097146335051061,0.162493787746026,0.5822309015778477,1.0963595715208716,2.2578626681044347,1.2282649797793534,1.5941288319154916
0.04987530297755029,-0.17890461290447854,0.39557645920526235,-0.1775673340795968,0.809645809037454,0.16282587047945224,-0.5163606739788777,0.05867276967732365,-0.20552274670880788,0.08568361933782247,1.0485255721093676,1.053988996837213,0.9867729602083224
-0.29768514503500115,-0.585811910652496,-0.7953182092054827,-1.1630273705498575,-0.6566775032078561,-0.771465286397064,-0.42883044972780565,-0.6603554923913136,0.6883821294438822,1.082269657657999,-1.124512899051038,-1.3161643711758992,-0.5316167190596005
0.9067083518973813,-0.5549069330012005,-0.7451400630645805,-0.5631821309592642,-0.6729699844550263,-0.30206296603398325,-0.3413002254767335,-0.7274637358679307,-0.1859685791026304,-0.5212708897766631,0.12385303526214754,0.09547109065543961,0.22757812057436094
-1.6686180233067305,0.5885772400967344,1.7336603562959874,2.014724196328881,0.5815510715770723,2.18035315127077,-0.3141356731229525,2.116192141118587,0.6716214151259229,0.06781216548300112,0.4394250930067446,0.8797130138950723,1.7459677998422838
-1.7152809097894826,0.5979043623518953,1.9377181506023227,0.6436493629789536,2.547510692635349,0.46748603033049013,1.2568809380040498,1.0298154486396316,-0.4764876915229325,0.8192621817187777,1.1875165004836425,-0.16594288375777128,0.6830950243547378
0.15124710031454391,-0.4261753390924941,-0.04599122683467679,-0.6774383670717581,1.1789422678730597,-0.7872624798708214,0.055604067247955816,-0.19651637630513996,-1.2837955827582668,-0.13011429443129557,1.0624478687745704,1.053988996837213,0.5312560564279455
-1.2937036025899025,1.519221922607962,1.1750103292606096,0.3794318169688112,2.7212967248056636,1.4153176387559416,-0.07267298553378787,0.8665080776492016,-0.8424300035969382,0.3321616172186912,1.837223678193107,1.053988996837213,1.5941288319154916
0.5832840461079233,2.5974007874309444,-0.13296668014557383,-0.08473414223819553,-0.29824291577011375,-0.843681027991384,0.16878970205537672,0.3665639181034687,0.7302839285590068,-1.8231945637973823,0.0681638486013363,0.18260908212650992,-0.6834556869863928
0.7980957118934584,-0.6167168883037916,-0.5845699954136935,-0.5560411162022333,-0.5752150969720057,-0.4690618684708486,-0.28395283717430686,-0.6369378973063585,-0.1859685791026304,-0.5212708897766631,-0.9992122290642126,-0.5493500462304806,-0.8352946549131851
0.21400107009458824,0.06319262002471014,0.3420531033216333,0.3008806546414717,-0.3471203595116241,-0.18019890209356829,-0.32017224031268154,0.0776964092590605,0.5515029480836322,0.18992291837434755,-0.2659712713635312,-0.4099292598767681,0.22757812057436094
0.4263991216578137,-0.585811910652496,0.4725162832879792,0.3651497874547494,0.25570144663367006,1.3227912198382186,-0.33526365828700433,-0.027612743737157636,-0.4262055225529957,-0.776227090181572,-0.7857370135311028,-1.3858747643527554,-0.9871336228399774
0.8415407678950273,-0.524001955349905,-0.7752469507491218,0.10093224144460704,-0.78701735318521715,-0.5322506423658786,-0.46504985286618034,-0.7120347071049759,-1.551967031825971,0.2701303515932243,-1.0224160568395506,-0.5842052428189087,-0.3797777511328082
-1.687926937085206,3.4009302063646283,1.7002082588687193,1.3863148977101643,0.19053152164498954,-0.21179328904108313,-0.3835561958048373,6.596615646848443,0.9314125286800052,1.5324687226790104,0.634337246319584,1.053988996837213,-0.6834556869863928
-0.04184203747020687,3.3391202510620372,3.7207149434757136,0.9150079237461264,1.9501194963393615,0.4742562561049576,0.7543367194591009,2.8511627355848086,0.3531678131141709,-0.056311296722852976,0.773560212971612,1.2282649797793534,0.8349339922815301
-0.9734971272816285,1.6256555751412587,1.2987830897415018,0.3080216693985024,0.37517942521316755,0.05675900001279454,-0.41072074815861825,1.0899901674111894,0.04030107751006084,-0.04960179777989199,2.1368315024282714,1.158554586602497,2.201484703622661
0.39743575099010087,0.681292173050621,-0.019229548892862266,-0.3703747325194304,0.109069115409139,-0.04028090275457303,0.09635089577862739,0.15933142145132062,-1.0435585970578274,-0.7179775557208917,0.6064926529891783,1.2282649797793534,-0.8352946549131851
-0.1214913068064161,1.2684867484252362,0.7200618042497634,0.33658572842662593,0.060191671667628684,0.5374450299999879,0.27744791147050085,1.0391561318528526,-0.26139182371207836,-0.42398504092881545,0.34660978190539254,0.7054370309529316,0.5312560564279455
-1.9357249857241983,-0.4694948462663151,0.1614117772143856,-0.12043921602335009,0.02760670917328843,-0.026740451205637818,-0.6401103013683247,-0.05848820138627532,1.5124507277126833,0.8172493221881083,0.9302324581106943,0.04318829577279743,-0.5316167190596005
0.009648077457163937,1.4448490938901193,0.199881689255744,-0.6274512637725419,2.1130443088110624,0.2237579024496599,-0.4590132856764512,0.33982014092970547,-0.2893263553454783,-0.2247165368584459,-0.7321825790256226,0.5311610480107911,0.37941708850115324
0.4022629794347195,0.49586230714284774,0.1814830356707465,-0.5417590866881715,-0.15161058454558274,-0.42844051382404347,-0.23566029965647392,-0.007114125418623178,-1.0435585970578274,-0.7179775557208917,0.5136773418878263,1.053988996837213,-0.6834556869863928
-0.9815421862074296,-0.040039276823912215,0.5695273658270568,-0.6060282195014495,0.5055192751905284,0.045475290388682026,-0.5661623532941429,0.42709427841766406,-0.3451954094546181,-0.1717124899349211,0.540779412729421,0.8797130138950723,0.22757812057436094
-0.23010394681033816,2.07201616735892,3.115231980042161,1.2220715582984545,1.2006653589695366,0.15831238662980718,1.1980244079041906,1.9800382989838015,0.3531678131141709,-0.056311296722852976,0.7921232751918825,1.2282649797793534,1.1386119281351146
0.47949863454861985,-0.524001955349905,0.4223381371470769,0.43655993502505824,-0.2819504345229436,-0.26144161138717825,-0.2930076879589006,0.19149470041443997,0.5515029480836322,0.18992291837434755,0.23523140858377004,0.5311610480107911,-0.3797777511328082
-1.427256601075792,-0.093919014861180955,0.8103824673033871,0.2508935513422553,0.8965388251226112,1.5778030573431616,-0.4167573153483474,1.0396974454419148,-0.12451261612764211,0.3355162839588166,-0.4987520716057222,0.008333099184369315,0.37941708850115324
-1.470701657077361,-0.029522312929176377,-0.09282416323285206,1.5576992518789052,-0.42858276574747467,1.2776563813417685,-0.41072074815861825,0.0519520781866233,1.0375637415607923,1.6921517897991791,0.3651728441256629,0.8797130138950723,2.0496457356958686
0.6902872881484091,0.06931489609743183,-1.0294828911963596,-0.7631305441561287,-0.49375269073615513,-1.306313122579997,-0.419775598943212,-0.40295228682896983,-0.21110963934063517,-0.6872364684886676,1.7850614733541472,0.7054370309529316,-0.07609981527922365
